BREED,GENDER_01,AGEATSURGERYmo,BODYWEIGHTKG,Taglia,BCS,YEAR,n_luxation,GENERATION,STEMSIZE,CUPSIZE,NECKSIZE,HEADSIZE,ALO,CUPRETROVERSION,STEMANTEVERSIONREAL,RECTUSFEMORISM.RELEASE,first_lux_days_after_thr,DIRECTION,LUX_CR,LUX_01
2,1,7.03333333333333,21.5,1,5.0,2013,2.0,4,0,3,5,0,42.0,20,35.3,0,14.0,1.0,0,1
5,0,99.1,33.0,1,5.0,2009,-1.0,4,0,2,6,0,40.0,10,31.3,0,-1.0,-1.0,0,0
5,0,21.1333333333333,32.2,1,5.0,2021,-1.0,6,0,4,4,1,42.0,20,24.2,1,-1.0,-1.0,1,0
3,0,12.5333333333333,47.0,1,5.0,2014,-1.0,4,1,6,4,1,40.0,22,29.5,0,-1.0,-1.0,0,0
7,0,14.186677850417409,51.89092434147828,1,6.3042464910608755,2015,1.6521232455304378,4,1,6,5,1,43.0,29,30.126178158045214,0,144.78184868295656,0.0,0,1
10,0,16.714574548975527,26.97284909189936,1,5.0,2014,1.6576163639664534,4,0,3,4,0,44.342383636033546,10,26.501657273882586,0,34.68476727206709,0.0,1,1
10,1,79.7666666666667,54.0,1,7.0,2006,-1.0,3,0,3,4,0,44.0,0,22.5,0,-1.0,-1.0,1,0
5,1,27.0,31.0,1,5.0,2006,-1.0,3,0,3,4,0,37.0,18,35.3,0,-1.0,-1.0,0,0
6,0,9.23333333333333,21.7,1,5.0,2012,-1.0,4,3,2,4,0,42.0,20,22.5,1,-1.0,-1.0,0,0
3,1,21.1666666666667,51.0,1,6.0,2007,-1.0,3,1,3,5,0,48.0,3,4.2,0,-1.0,-1.0,0,0
2,1,83.4666666666667,25.0,1,5.0,2017,-1.0,5,3,2,4,0,40.0,15,20.8,0,-1.0,-1.0,0,0
3,0,7.8,32.0,1,4.0,2019,-1.0,6,0,4,4,1,44.0,10,17.7,0,-1.0,-1.0,0,0
10,0,28.2,32.0,1,5.0,2021,-1.0,6,3,2,4,0,40.0,30,17.7,0,-1.0,-1.0,0,0
8,0,37.7333333333333,48.7,1,5.0,2017,-1.0,5,1,6,5,1,45.0,25,17.7,0,-1.0,-1.0,0,0
3,1,7.5,23.0,1,5.0,2020,-1.0,6,0,4,5,1,40.0,25,31.3,0,-1.0,-1.0,0,0
5,0,161.43623776841184,42.39742273041312,1,5.200859089862294,2015,1.0,4,1,3,5,0,40.20085908986229,28,38.18377999539409,0,29.799140910137705,0.0,0,1
6,0,79.0,17.5,0,4.0,2017,-1.0,5,2,2,4,0,38.0,18,22.5,0,-1.0,-1.0,0,0
9,1,9.028177283268196,34.47539200299835,1,6.65026133533223,2021,1.0,6,0,3,4,0,47.52460799700165,18,23.33560531884133,0,62.74869332333885,0.0,0,1
10,1,6.2,20.0,0,5.0,2013,-1.0,4,3,2,4,0,43.0,11,25.9,0,-1.0,-1.0,0,0
10,0,8.06314834081854,22.773251545063538,1,6.429419323285368,2019,1.2852903383573164,6,0,3,4,0,39.85587101507195,12,27.502967631498784,0,52.570580676714634,0.0,1,1
7,0,10.953206658262847,29.023873617432262,1,4.04373562587997,2018,1.0437356258799695,5,1,6,5,1,42.95626437412003,25,30.705195488032416,0,147.83097689171942,0.043735625879969486,0,1
10,1,10.374644396830067,23.026475220489736,1,5.0,2012,2.0,5,0,3,4,0,45.0,14,29.154320354775574,0,23.615911505306194,0.5960221236734518,0,1
3,0,9.017737385408495,26.37611189870504,1,4.288828098474188,2017,1.0,5,0,3,4,0,44.71117190152581,16,21.464304626490634,0,227.1989057725354,0.0,0,1
10,1,9.3,26.5,1,6.0,2019,-1.0,6,3,2,4,0,40.0,12,17.7,0,-1.0,-1.0,0,0
3,1,9.16666666666667,44.5,1,5.0,2019,-1.0,6,1,7,4,3,45.0,12,24.2,0,-1.0,-1.0,1,0
5,0,26.9333333333333,34.2,1,5.0,2015,-1.0,5,1,6,4,1,45.0,17,31.3,2,-1.0,-1.0,0,0
5,1,100.766666666667,33.5,1,5.0,2016,-1.0,5,0,4,5,1,45.0,15,22.5,2,-1.0,-1.0,0,0
9,1,14.0666666666667,32.0,1,6.0,2017,-1.0,5,0,4,4,1,44.0,20,27.7,2,-1.0,-1.0,0,0
5,1,74.3333333333333,34.9,1,5.0,2016,-1.0,5,0,4,4,1,52.0,30,31.3,1,-1.0,-1.0,1,0
10,0,30.1666666666667,32.8,1,7.0,2018,-1.0,6,0,3,5,0,47.0,13,19.2,0,-1.0,-1.0,0,0
7,0,9.940401609434613,57.28681058080426,1,5.857362116160852,2004,1.428681058080426,3,1,6,6,1,49.71395682575872,15,29.243251809089532,0,11.429448464643407,0.0,0,1
12,0,100.3026551101551,29.377269563148275,1,5.174799232584432,2008,2.0,4,1,3,5,0,45.524397697753294,36,30.670722762696045,0,13.845583116857501,0.0,0,1
5,1,6.03333333333333,19.6,0,4.0,2020,-1.0,6,0,4,4,1,40.0,18,24.2,0,-1.0,-1.0,1,0
12,0,36.0666666666667,26.9,1,4.0,2020,-1.0,6,0,4,4,1,40.0,24,25.9,0,-1.0,-1.0,0,0
9,1,56.11726871905096,33.94014492168466,1,6.0,2000,1.7574818847894174,2,1,3,4,0,38.485036230421166,26,30.426934785241905,0,10.0,0.0,0,1
5,0,8.2,26.0,1,4.0,2018,1.0,6,0,3,6,0,40.0,15,17.7,2,0.0,0.0,1,1
12,0,66.8,33.4,1,5.0,2018,-1.0,6,0,3,4,0,47.0,18,22.5,0,-1.0,-1.0,0,0
10,1,8.86666666666667,26.8,1,8.0,2014,-1.0,4,0,3,4,0,45.0,13,31.3,0,-1.0,-1.0,0,0
10,1,113.6,44.0,1,5.0,2006,-1.0,3,0,2,4,0,45.0,16,24.2,0,-1.0,-1.0,0,0
12,0,88.98517796888109,26.530537774233753,1,5.0,2006,1.4938924451532491,3,1,3,4,0,44.024430219387,22,27.793363639411933,0,15.975569780612997,0.5061075548467509,0,1
10,1,6.836585091174932,29.96619459669622,1,5.990341313341777,2008,1.0,4,0,3,4,0,41.08692817992401,19,24.2,0,16.980682626683553,0.0,0,1
10,1,68.5333333333333,40.0,1,6.0,2004,-1.0,3,0,3,4,0,45.0,15,27.7,0,-1.0,-1.0,0,0
10,1,13.630704663766277,20.54603040577884,1,4.831863113251422,2016,1.831863113251422,4,3,2,4,0,45.0,23,31.3,0,26.0,0.0,1,1
10,0,42.2333333333333,38.8,1,6.0,2015,-1.0,5,0,6,4,0,45.0,26,35.3,0,-1.0,-1.0,0,0
1,0,12.0,24.5,1,5.0,2005,-1.0,3,0,2,4,0,45.0,20,22.5,0,-1.0,-1.0,0,0
5,0,9.8,35.0,1,5.0,2004,-1.0,3,0,3,4,0,49.0,16,44.3,0,-1.0,-1.0,0,0
8,0,10.9666666666667,49.8,1,6.0,2020,-1.0,6,1,7,4,3,45.0,22,17.7,0,-1.0,-1.0,1,0
10,0,71.9666666666667,41.0,1,6.0,2020,-1.0,6,0,4,4,1,46.0,25,24.2,0,-1.0,-1.0,0,0
3,1,8.009001178494652,29.240005237754005,1,5.0,2016,1.6159093885087503,5,0,2,4,0,41.84772816552625,15,19.543634935157996,0,83.38409061149125,0.0,0,1
8,0,60.7,49.6,1,6.0,2020,-1.0,6,5,7,5,2,45.0,25,31.3,0,-1.0,-1.0,0,0
5,1,42.5666666666667,35.0,1,6.0,2011,-1.0,4,0,3,4,0,44.0,18,37.3,0,-1.0,-1.0,0,0
5,0,162.733333333333,44.0,1,6.0,2010,-1.0,4,1,6,4,1,47.0,18,31.3,0,-1.0,-1.0,0,0
3,0,6.06666666666667,27.7,1,5.0,2016,-1.0,5,0,4,5,1,36.0,10,20.8,0,-1.0,-1.0,0,0
5,0,30.819848582352392,41.13877532364241,1,5.379358589922424,2008,1.0,3,0,3,4,0,39.89679294961212,14,22.08981920573624,0,53.517434359689695,0.0,0,1
10,0,10.2,31.5,1,5.0,2009,2.0,4,0,3,4,0,47.0,6,37.3,0,29.0,0.0,0,1
10,1,17.5,23.0,1,5.0,2009,-1.0,4,0,2,4,0,38.0,17,31.3,0,-1.0,-1.0,0,0
9,1,10.45774722943808,29.147656954237394,1,4.383963889919726,2016,1.0,5,1,3,4,0,44.61603611008027,15,24.831620844157122,0,227.75945834879587,0.0,0,1
1,1,47.5,27.8,1,5.0,2016,-1.0,5,0,4,5,1,43.0,24,37.3,0,-1.0,-1.0,0,0
10,0,8.46666666666667,27.5,1,5.0,2020,-1.0,6,0,4,4,1,45.0,22,24.2,0,-1.0,-1.0,1,0
3,0,11.9666666666667,63.0,1,7.0,2012,-1.0,4,1,6,4,1,40.0,23,31.3,0,-1.0,-1.0,0,0
10,0,10.821913682147326,29.48765472858931,1,5.801366915819519,2014,1.0,4,0,3,4,0,45.0,16,22.837676243106817,0,36.80136691581952,0.801366915819519,1,1
10,0,11.0666666666667,33.2,1,6.0,2016,-1.0,5,0,4,4,1,46.0,20,31.3,0,-1.0,-1.0,0,0
6,0,33.3666666666667,23.6,1,5.0,2015,-1.0,5,3,2,4,0,40.0,15,27.7,2,-1.0,-1.0,0,0
3,1,6.647849983133624,18.544157775528927,0,5.0,2016,1.7207888776446363,6,0,2,4,0,41.44157775528927,15,25.02276107175623,0,78.95447785648754,0.0,0,1
11,1,71.3666666666667,25.5,1,7.0,2021,-1.0,6,3,2,4,0,46.0,20,27.7,1,-1.0,-1.0,0,0
10,0,10.0,30.0,1,5.0,2009,-1.0,4,0,3,4,0,49.0,11,27.7,0,-1.0,-1.0,0,0
5,0,121.8,42.0,1,6.0,2009,-1.0,4,1,3,5,0,48.0,29,27.7,0,-1.0,-1.0,0,0
10,0,61.7333333333333,39.0,1,6.0,2019,-1.0,6,0,4,5,0,45.0,20,20.8,0,-1.0,-1.0,0,0
2,1,26.92436814581014,27.011641136626864,1,5.701164113662686,2009,1.2988358863373137,4,0,3,4,0,45.0,18,32.49534354534926,0,968.062179487839,0.7011641136626862,0,1
7,1,6.83333333333333,30.0,1,6.0,2007,1.0,3,1,3,4,0,41.0,9,24.2,0,17.0,0.0,0,1
10,1,13.2333333333333,19.3,0,4.0,2017,-1.0,5,3,2,4,0,38.0,22,35.3,0,-1.0,-1.0,0,0
9,0,9.791212264281336,32.0,1,4.0,2015,2.0,5,1,6,4,1,40.451082659851465,15,32.20216531970293,0,15.451082659851465,0.0,1,1
13,0,116.533333333333,48.0,1,5.0,2009,-1.0,4,0,6,5,1,40.0,20,27.7,0,-1.0,-1.0,0,0
10,0,60.53459767017945,33.70083871466487,1,5.0,2010,1.1495806426675657,4,3,2,4,0,47.70083871466487,27,49.842171010384625,0,820.7781934187134,0.0,0,1
12,1,8.63333333333333,26.7,1,5.0,2017,-1.0,5,0,4,4,1,40.0,15,22.5,0,-1.0,-1.0,1,0
5,1,12.6666666666667,25.0,1,5.0,2015,-1.0,5,3,2,4,0,43.0,20,35.3,0,-1.0,-1.0,0,0
5,0,102.633333333333,35.8,1,5.0,2018,-1.0,6,1,6,5,1,43.0,21,20.8,2,-1.0,-1.0,0,0
3,0,15.5666666666667,30.0,1,5.0,2014,-1.0,4,0,3,4,0,45.0,13,27.7,0,-1.0,-1.0,0,0
10,0,12.5666666666667,33.5,1,6.0,2012,-1.0,4,0,3,5,0,37.0,16,27.7,0,-1.0,-1.0,0,0
5,1,38.9,36.0,1,6.0,2009,-1.0,4,0,3,4,0,40.0,15,22.5,0,-1.0,-1.0,0,0
10,0,116.566666666667,34.0,1,5.0,2005,-1.0,3,0,3,4,0,46.0,0,27.7,0,-1.0,-1.0,0,0
12,1,136.933333333333,40.0,1,7.0,2012,-1.0,4,0,3,4,0,43.0,15,33.3,0,-1.0,-1.0,0,0
10,1,19.4333333333333,30.0,1,5.0,2006,-1.0,3,3,2,4,0,43.0,20,27.7,0,-1.0,-1.0,0,0
9,0,9.17,39.0,1,6.0,2012,2.0,4,0,3,4,0,48.0,18,27.7,0,55.0,0.0,0,1
10,0,15.0666666666667,34.5,1,5.0,2020,-1.0,6,0,4,4,1,40.0,15,11.5,0,-1.0,-1.0,0,0
10,1,6.479528071081812,17.56933338255628,1,5.0,2013,1.594776637376936,4,0,3,4,0,41.18955327475387,20,30.11314095842478,0,16.02611681311532,1.0,0,1
2,0,15.4,24.4,1,5.0,2015,-1.0,5,3,2,4,0,41.0,15,27.7,0,-1.0,-1.0,0,0
9,0,10.019387567093451,33.345481855313686,1,4.336370463828422,2015,2.0,5,0,3,4,1,41.32725907234315,15,33.95451814468631,0,15.31814768085789,0.0,1,1
10,0,6.227051022716124,20.081699794663404,1,5.177534788215537,2019,1.9112326058922315,6,3,3,4,0,41.73369781767669,28,23.12137175875438,0,53.82246521178446,0.0,1,1
5,1,9.290449169739935,24.34249139047719,1,5.0,2013,1.5264261115649114,4,1,3,4,0,42.47357388843509,9,23.22537805169825,0,9.632130557824556,0.4735738884350885,0,1
10,1,7.727692589503659,28.41764270899158,1,5.0,2014,2.0,4,0,3,4,0,43.14705338623947,30,31.52058007935921,0,35.742656574080925,0.0,1,1
3,1,11.9,18.3,0,5.0,2017,-1.0,5,2,1,4,0,40.0,22,14.6,0,-1.0,-1.0,1,0
8,0,88.7,52.2,1,5.0,2014,-1.0,4,6,6,5,1,45.0,14,17.7,0,-1.0,-1.0,0,0
2,1,45.6,28.0,1,7.0,2019,-1.0,6,3,1,4,0,45.0,22,16.1,2,-1.0,-1.0,0,0
12,1,59.5,38.0,1,6.0,2013,-1.0,4,1,6,4,1,45.0,26,35.3,2,-1.0,-1.0,0,0
10,0,31.6666666666667,30.6,1,5.0,2021,-1.0,6,3,2,4,0,40.0,10,20.8,0,-1.0,-1.0,0,0
7,0,60.8666666666667,68.0,1,7.0,2010,-1.0,4,1,8,4,1,52.0,25,41.7,0,-1.0,-1.0,0,0
9,1,23.31043311383237,43.20424485166884,1,5.359151029666231,2017,1.0,5,0,3,4,0,49.12679176267015,15,33.45490617799739,0,264.57772998269627,0.35915102966623147,0,1
9,1,40.3,40.0,1,7.0,2012,-1.0,4,0,3,4,0,43.0,15,33.3,0,-1.0,-1.0,0,0
3,0,9.43333333333333,47.9,1,5.0,2020,-1.0,6,1,7,4,3,46.0,23,19.2,0,-1.0,-1.0,1,0
3,1,7.86666666666667,31.5,1,5.0,2015,-1.0,5,1,3,4,0,44.0,16,31.3,0,-1.0,-1.0,0,0
1,0,11.5,26.2,1,5.0,2021,-1.0,6,3,2,4,0,40.0,20,24.2,0,-1.0,-1.0,0,0
2,1,71.7333333333333,28.0,1,8.0,2012,-1.0,4,3,1,4,0,35.0,16,22.5,0,-1.0,-1.0,0,0
10,0,10.3666666666667,29.1,1,5.0,2014,-1.0,4,3,3,4,0,40.0,20,35.3,1,-1.0,-1.0,1,0
3,0,9.03333333333333,26.6,1,5.0,2017,-1.0,5,0,2,4,0,40.0,15,24.2,0,-1.0,-1.0,1,0
5,0,57.3333333333333,43.5,1,5.0,2016,-1.0,5,1,6,5,1,48.0,20,24.2,2,-1.0,-1.0,0,0
5,0,16.564458774565857,37.85864506748736,1,4.963346832820399,2011,1.963346832820399,4,1,3,4,1,44.9266936656408,15,35.15338733128159,0,25.853387331281596,0.963346832820399,0,1
10,1,7.26666666666667,25.3,1,7.0,2012,-1.0,4,3,2,4,0,46.0,12,27.7,0,-1.0,-1.0,0,0
8,0,87.7666666666667,40.0,1,6.0,2020,-1.0,6,1,7,5,2,44.0,30,31.3,0,-1.0,-1.0,0,0
13,1,80.8666666666667,41.0,1,5.0,2009,-1.0,4,1,3,4,0,42.0,15,33.3,0,-1.0,-1.0,0,0
3,1,36.2666666666667,47.0,1,7.0,2016,-1.0,5,6,8,4,1,50.0,20,24.2,0,-1.0,-1.0,0,0
10,0,8.046672723150902,40.72188852655701,1,5.1800530825919,2016,2.0,6,0,4,4,1,43.9002654129595,14,30.65180890266916,0,55.8199469174081,0.0,1,1
10,1,8.83333333333333,27.6,1,7.0,2012,-1.0,4,0,3,4,0,49.0,7,27.7,1,-1.0,-1.0,0,0
10,1,18.36123420266259,24.985146735018695,1,4.6171557833956465,2009,1.617155783395647,4,3,3,4,0,40.46862313358259,9,17.62446931117439,0,10.85146735018694,1.0,0,1
10,1,9.4,28.6,1,6.0,2021,-1.0,6,0,4,4,1,48.0,18,25.9,1,-1.0,-1.0,1,0
12,1,9.0,29.0,1,6.0,2021,-1.0,6,0,4,4,1,40.0,17,24.2,0,-1.0,-1.0,1,0
9,1,11.077790190039146,40.25945839914279,1,5.948108320171443,2017,1.0,5,0,3,4,0,44.41513343862846,15,36.98864992102865,0,224.52863422834193,0.9481083201714422,0,1
10,1,11.3,39.0,1,6.0,2013,-1.0,4,1,4,4,1,41.0,19,29.5,0,-1.0,-1.0,0,0
8,0,79.6,56.0,1,6.0,2020,-1.0,6,5,9,5,2,46.0,30,14.6,0,-1.0,-1.0,0,0
10,0,11.912306702930973,33.36798451397958,1,5.0,2019,1.3679845139795814,6,0,3,4,0,41.36798451397958,18,18.648023229030628,0,62.52806194408167,0.0,0,1
10,0,8.76666666666667,37.0,1,7.0,2020,-1.0,6,3,4,4,1,40.0,22,20.8,0,-1.0,-1.0,1,0
5,1,10.5333333333333,35.2,1,5.0,2013,-1.0,4,0,4,4,1,45.0,13,17.7,2,-1.0,-1.0,0,0
9,0,74.1333333333333,37.9,1,4.0,2021,-1.0,6,1,7,5,2,45.0,24,27.7,0,-1.0,-1.0,0,0
13,1,68.7333333333333,42.3,1,6.0,2020,-1.0,6,0,7,4,2,46.0,24,20.8,0,-1.0,-1.0,0,0
10,0,67.3333333333333,29.5,1,5.0,2019,-1.0,6,0,4,4,1,42.0,20,22.5,0,-1.0,-1.0,0,0
10,0,11.128933007789954,34.424907214416464,1,5.0,2014,1.0,4,0,3,4,0,41.7193299098971,25,30.06208246487409,0,30.68773196395884,0.0,0,1
13,0,32.4333333333333,41.3,1,4.0,2013,-1.0,4,1,6,4,1,38.0,17,37.3,0,-1.0,-1.0,0,0
10,0,16.3333333333333,32.6,1,7.0,2015,-1.0,5,0,3,4,0,45.0,18,27.7,2,-1.0,-1.0,0,0
9,1,14.335145380762466,35.45582245203096,1,5.091164490406191,2016,1.0,5,0,3,4,0,44.0,15,31.84698694243715,0,235.54136815350094,0.09116449040619168,0,1
11,1,8.26666666666667,22.0,1,4.0,2018,-1.0,6,0,3,4,0,46.0,20,22.5,0,-1.0,-1.0,1,0
10,1,9.83333333333333,30.0,1,7.0,2021,-1.0,6,0,4,4,1,40.0,22,27.7,0,-1.0,-1.0,1,0
9,1,14.183314904346123,32.9114010594722,1,5.0,2016,1.234674038261551,5,1,3,4,0,42.591955770430694,15,30.455173462258415,0,237.0,0.0,0,1
3,0,10.8666666666667,32.1,1,5.0,2014,-1.0,4,0,3,4,0,35.0,21,24.2,0,-1.0,-1.0,0,0
5,0,7.16666666666667,26.8,1,5.0,2003,-1.0,3,0,2,4,0,50.0,30,31.3,0,-1.0,-1.0,0,0
2,1,24.6,24.3,1,6.0,2020,-1.0,6,3,2,4,0,40.0,14,20.8,0,-1.0,-1.0,0,0
8,0,58.6666666666667,38.0,1,5.0,2010,-1.0,4,1,5,4,0,41.0,24,46.7,0,-1.0,-1.0,1,0
7,0,13.4666666666667,50.0,1,6.0,2012,-1.0,4,1,6,4,1,40.0,28,33.3,0,-1.0,-1.0,0,0
7,0,11.932917984482689,42.645432957596405,1,5.126932519735944,2005,1.0,4,1,6,4,0,44.24918042258296,16,38.164543295759636,0,2588.742878602368,0.0,0,1
1,0,50.3,24.8,1,5.0,2015,-1.0,5,3,2,4,0,40.0,18,27.7,0,-1.0,-1.0,0,0
3,0,9.790640804509994,38.97672255946154,1,4.581419378376065,2017,1.0,5,0,4,4,1,44.06993564863245,18,24.14206471619655,0,21.16283875675213,0.0,1,1
10,1,16.75257917452378,28.874012028986225,1,5.0,2008,1.0,3,1,3,4,0,47.025691807780774,18,26.492292457665766,0,4.987154096109613,1.0,0,1
7,0,7.1,37.5,1,5.0,2018,-1.0,6,1,7,5,3,38.0,16,24.2,0,-1.0,-1.0,1,0
3,0,14.1333333333333,22.8,1,4.0,2013,-1.0,4,3,2,4,0,40.0,18,35.3,2,-1.0,-1.0,1,0
11,1,14.0666666666667,21.0,1,5.0,2018,-1.0,6,3,2,4,0,45.0,26,31.3,0,-1.0,-1.0,0,0
6,1,9.23333333333333,20.5,1,6.5,2016,-1.0,5,2,1,3,0,44.0,20,14.6,2,-1.0,-1.0,1,0
5,0,10.6,34.7,1,6.0,2008,-1.0,3,1,3,4,0,45.0,30,22.5,0,-1.0,-1.0,0,0
10,0,86.4,38.6,1,7.0,2012,-1.0,4,0,3,4,0,44.0,8,17.7,0,-1.0,-1.0,0,0
5,0,49.602589455559816,36.2855965753769,1,5.868122813490531,2010,1.0,4,0,2,3,0,48.26375437301894,20,26.61213680715113,0,20.37378935717044,0.0,0,1
5,0,69.8666666666667,42.0,1,6.0,2007,-1.0,3,1,3,5,0,44.0,27,24.2,0,-1.0,-1.0,0,0
1,1,64.6,30.5,1,5.0,2010,-1.0,4,0,3,4,0,45.0,28,41.7,0,-1.0,-1.0,0,0
5,0,24.7666666666667,41.0,1,6.0,2009,-1.0,4,1,3,4,0,40.0,21,22.5,0,-1.0,-1.0,0,0
10,1,109.5,36.2,1,8.0,2020,-1.0,6,0,7,5,3,45.0,26,14.6,0,-1.0,-1.0,0,0
8,0,64.0666666666667,42.0,1,5.0,2001,-1.0,2,0,3,5,0,39.0,10,35.3,0,-1.0,-1.0,0,0
1,0,8.86666666666667,15.5,0,5.0,2005,-1.0,3,2,1,4,0,42.0,15,20.8,0,-1.0,-1.0,0,0
3,1,71.0666666666667,44.5,1,5.0,2006,-1.0,3,1,6,5,1,46.0,15,35.3,0,-1.0,-1.0,0,0
7,1,17.1666666666667,41.0,1,6.0,2012,-1.0,4,1,6,4,1,45.0,8,37.3,1,-1.0,-1.0,0,0
5,0,12.0,40.0,1,6.0,2005,-1.0,3,0,3,4,0,40.0,12,27.7,0,-1.0,-1.0,0,0
11,1,21.3666666666667,21.5,1,6.0,2018,-1.0,6,2,2,4,0,44.0,26,22.5,0,-1.0,-1.0,0,0
3,0,8.397030055919977,37.99554508387997,1,5.0,2013,1.0,6,1,6,5,1,47.0,8,23.529261078771786,0,17.16436067103975,0.0,1,1
12,0,59.715988447585865,20.43542362039393,1,4.143542362039393,2011,1.0,4,0,2,4,0,43.43062708611818,32,40.20715943479032,0,30.272695121251537,0.14354236203939286,0,1
10,1,7.96666666666667,28.0,1,5.0,2008,-1.0,3,0,2,4,0,43.0,18,29.5,0,-1.0,-1.0,0,0
9,0,7.432835006422885,33.13866910025147,1,5.894165906171416,2015,2.0,5,0,3,5,1,44.47082953085708,15,31.3,0,9.317502281485751,0.0,1,1
10,0,7.6,28.7,1,5.0,2015,-1.0,5,0,3,4,0,42.0,20,27.7,0,-1.0,-1.0,1,0
1,0,32.95952358163895,20.06916133659348,1,5.0,2005,1.0,4,1,6,4,0,47.683483770714126,16,24.823677446346196,0,2220.1464522684078,0.0,0,1
10,0,35.2,31.1,1,5.0,2016,-1.0,5,0,2,4,0,40.0,22,27.7,0,-1.0,-1.0,0,0
9,1,8.4,30.0,1,5.0,2007,-1.0,3,0,2,4,0,46.0,11,29.5,0,-1.0,-1.0,0,0
5,1,81.2333333333333,32.0,1,5.0,2009,-1.0,4,0,3,4,0,45.0,20,31.3,2,-1.0,-1.0,0,0
10,0,12.3,31.0,1,5.0,2006,-1.0,3,3,2,4,0,45.0,20,14.6,0,-1.0,-1.0,0,0
12,0,80.6333333333333,27.5,1,6.0,2020,-1.0,6,0,4,4,1,40.0,16,20.8,0,-1.0,-1.0,0,0
12,1,80.8333333333333,35.4,1,5.0,2018,-1.0,6,1,6,5,1,44.0,14,19.2,0,-1.0,-1.0,0,0
3,1,71.9,60.8,1,7.0,2019,-1.0,6,6,9,5,2,44.0,20,22.5,0,-1.0,-1.0,0,0
10,0,20.7,32.5,1,5.0,2020,-1.0,6,0,7,4,2,46.0,15,17.7,0,-1.0,-1.0,0,0
11,0,15.9333333333333,25.5,1,5.0,2019,-1.0,6,3,2,4,0,42.0,15,14.6,0,-1.0,-1.0,0,0
3,1,80.3333333333333,32.0,1,6.0,2011,-1.0,4,3,2,4,0,38.0,18,35.3,0,-1.0,-1.0,0,0
10,1,38.5333333333333,27.0,1,5.0,2011,-1.0,4,0,3,4,0,45.0,25,31.3,0,-1.0,-1.0,0,0
5,0,11.7,33.4,1,5.0,2005,-1.0,3,1,3,4,0,44.0,5,22.5,0,-1.0,-1.0,0,0
5,1,17.14855498441068,26.230828598833906,1,5.0,2013,1.3717618895367187,4,3,2,4,0,40.743523779073435,20,20.6310858604475,0,19.538857325559377,0.3717618895367186,0,1
3,0,9.7,31.5,1,4.0,2013,2.0,4,1,6,4,1,35.0,20,35.3,0,36.0,0.0,1,1
1,0,76.9333333333333,30.0,1,6.0,2004,-1.0,3,3,2,4,0,50.0,16,31.3,0,-1.0,-1.0,0,0
12,0,96.59833089778866,24.50576305909876,1,5.0,2009,1.8988473881802475,3,0,3,4,0,42.40461044727901,28,24.918183543920243,0,17.595389552720988,0.10115261181975266,0,1
10,1,9.464203154554284,31.400356638874293,1,4.0,2013,1.8462452920190493,4,0,3,4,0,40.3075094159619,9,30.746483051268577,0,15.615018831923802,0.0,1,1
3,0,23.0,39.0,1,5.0,2016,-1.0,5,1,6,5,1,52.0,25,27.7,2,-1.0,-1.0,0,0
10,1,11.895602478324959,19.704453896672575,1,4.520168109878732,2011,1.5201681098787319,4,3,2,4,0,45.0,23,31.3,0,26.0,0.0,1,1
10,0,7.53333333333333,22.0,1,5.0,2005,-1.0,3,3,2,4,0,44.0,14,31.3,0,-1.0,-1.0,0,0
10,0,62.44860816268576,23.941990782537708,1,5.0,2010,1.7184292298187351,4,3,2,4,0,45.84471231054379,15,40.114860170099625,0,1157.127601083174,0.0,0,1
9,1,7.76666666666667,31.0,1,5.0,2019,-1.0,6,1,7,5,2,42.0,20,22.5,0,-1.0,-1.0,0,0
8,0,9.58633843022264,32.805626910468995,1,4.201406727617249,2017,2.0,3,0,3,4,1,40.0,10,31.3,0,14.395779817148254,0.0,1,1
5,0,99.1174850814833,28.88030206911118,1,5.138257505081705,2008,2.0,4,1,3,5,0,45.41477251524511,22,30.802272981705862,0,13.041665111797503,0.0,0,1
10,1,81.9666666666667,32.0,1,6.0,2020,-1.0,6,0,4,4,1,45.0,20,14.6,0,-1.0,-1.0,0,0
10,0,13.863984375893642,33.22357319111871,1,5.0,2014,1.3221080042291855,4,0,3,4,0,43.38945997885407,25,26.57262198519785,0,32.0,0.0,0,1
3,0,149.6,70.0,1,7.0,2010,-1.0,4,1,6,5,1,44.0,24,27.7,0,-1.0,-1.0,0,0
5,0,18.604491253337734,38.070596493853266,1,4.830877191341705,1998,1.8308771913417055,3,1,3,6,1,44.66175438268341,24,34.62350876536682,0,25.32350876536682,0.8308771913417055,0,1
10,1,9.6,27.2,1,6.0,2016,-1.0,5,3,2,4,0,38.0,16,19.2,2,-1.0,-1.0,1,0
5,1,81.7666666666667,33.3,1,5.0,2020,-1.0,6,1,7,6,2,40.0,22,27.7,0,-1.0,-1.0,0,0
12,1,7.56666666666667,29.2,1,5.0,2020,-1.0,6,0,4,4,1,40.0,18,25.9,0,-1.0,-1.0,0,0
9,0,9.114425815542461,32.17059973187645,1,4.426499329691126,2015,2.0,5,0,3,5,1,41.066248324227814,15,31.3,0,13.720502010926621,0.0,1,1
10,1,33.2333333333333,37.2,1,8.0,2019,-1.0,6,0,4,4,1,50.0,20,14.6,0,-1.0,-1.0,0,0
3,0,9.953291192209841,33.628752033386306,1,4.407188008346577,2017,2.0,3,0,3,4,1,41.18562398330685,15,33.67124796661369,0,14.964059958267114,0.0,1,1
